46.75,92.86,455
46.75,92.86,454
46.75,92.38,453
46.75,92.38,453
46.27,92.38,452
46.75,92.38,452
46.75,92.38,451
46.27,92.38,450
46.27,92.38,450
46.27,92.38,449
46.27,92.38,449
46.27,92.38,448
46.27,92.38,448
46.27,92.38,448
46.27,92.86,447
46.27,92.38,447
46.27,92.38,446
46.75,92.38,446
46.75,92.38,446
46.27,92.38,445
46.75,92.86,444
46.75,92.38,444
46.27,92.38,444
46.27,92.38,444
46.27,92.38,443
46.27,92.38,443
46.27,92.38,443
46.27,92.38,442
46.27,92.38,442
46.75,92.38,442
46.27,92.38,441
46.75,92.38,441
