78.99,92.86,307
78.99,92.86,307
78.34,92.86,307
78.34,93.35,307
79.64,92.86,307
79.64,93.35,308
80.30,93.35,309
80.30,93.35,311
80.30,92.86,313
80.30,93.35,314
80.30,92.86,316
79.64,92.86,317
79.64,92.86,318
79.64,93.35,319
79.64,92.86,321
79.64,92.86,322
79.64,92.86,323
79.64,92.86,324
79.64,92.86,325
79.64,92.86,327
79.64,92.86,328
79.64,93.35,329
79.64,92.86,330
79.64,93.35,331
79.64,93.35,332
79.64,92.86,333
79.64,93.35,334
79.64,92.86,335
79.64,92.86,336
78.99,92.86,337
78.99,92.86,337
78.99,92.86,337
78.34,92.86,336
78.34,93.35,335
78.99,92.86,334
78.99,92.86,334
79.64,92.86,333
79.64,93.35,333
79.64,93.35,332
79.64,92.86,331
