25.84,63.54,310
25.84,63.54,310
25.84,63.54,310
25.84,63.54,309
25.84,63.54,310
25.84,63.54,310
25.47,63.54,311
25.47,63.54,310
25.47,63.54,310
25.47,63.54,311
24.02,63.54,310
25.84,63.54,310
25.47,63.54,310
25.47,63.54,310
25.84,63.54,310
25.84,63.54,310
25.47,63.05,310
25.84,63.54,310
25.84,63.54,310
36.21,63.54,310
36.21,63.54,310
14.05,63.54,310
25.47,63.54,310
25.47,63.54,310
36.21,63.54,310
36.21,63.54,310
35.78,63.54,310
35.78,63.54,310
35.78,63.54,311
14.05,63.54,311
17.65,63.05,311
35.78,63.54,310
35.78,63.54,310
31.22,63.54,310
16.11,63.54,310
31.22,63.54,311
31.63,63.54,310
16.11,63.05,310
16.72,63.54,310
31.63,63.54,310
14.05,63.54,310
31.22,63.54,310
31.63,63.54,310
32.03,63.54,310
31.63,63.54,310
31.63,63.54,310
31.63,63.54,310
31.63,63.54,310
31.63,63.54,310
31.63,63.54,310
31.63,63.54,309
31.22,63.54,310
31.22,63.54,310
31.63,63.54,310
31.63,63.05,309
31.63,63.54,310
31.22,63.54,310
31.63,63.05,310
31.22,63.54,310
16.42,63.54,310
22.96,63.54,310
31.63,63.54,310
33.26,63.05,310
14.05,63.54,310
24.02,63.54,309
14.05,63.54,310
24.02,63.05,310
14.05,63.54,309
21.92,63.54,310
23.67,63.54,309
14.05,63.54,309
16.72,63.05,310
31.22,63.54,309
31.22,63.54,310
31.63,63.54,309
14.05,63.05,309
31.63,63.54,309
